/l/users/speech_lab/ArabicSpeechCorpus/ArabicSpeechCorpus16K/		
train/ARA NORM  0046.wav	160823	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0047.wav	231223	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0048.wav	41357	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0049.wav	71053	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0050.wav	39650	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0051.wav	123536	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0052.wav	101432	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0053.wav	218178	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0054.wav	131899	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0055.wav	91451	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0056.wav	125068	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0057.wav	168848	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0058.wav	67724	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0059.wav	55522	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0060.wav	218335	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0061.wav	79160	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0062.wav	109367	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0063.wav	177634	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0064.wav	196407	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0065.wav	116108	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0066.wav	119863	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0067.wav	74982	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0068.wav	77367	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0069.wav	124813	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0070.wav	178311	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0071.wav	76625	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0072.wav	69687	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0073.wav	126665	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0074.wav	152290	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0075.wav	217403	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0076.wav	313228	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0077.wav	161254	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0078.wav	87010	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0079.wav	81463	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0080.wav	46736	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0081.wav	57655	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0082.wav	333623	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0083.wav	256311	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0084.wav	204855	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0085.wav	112695	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0086.wav	127031	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0087.wav	181474	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0088.wav	275853	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0089.wav	70882	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0090.wav	161083	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0091.wav	96823	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0092.wav	136588	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0093.wav	85901	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0094.wav	226188	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0095.wav	104674	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0096.wav	116535	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0097.wav	464440	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0098.wav	118924	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0099.wav	163042	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0100.wav	141026	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0101.wav	112187	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0102.wav	116377	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0103.wav	218253	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0104.wav	119693	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0105.wav	186423	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0106.wav	216290	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0107.wav	120375	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0108.wav	495244	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0109.wav	275938	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0110.wav	65783	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0111.wav	114573	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0112.wav	239160	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0113.wav	31291	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0114.wav	59366	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0115.wav	93751	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0116.wav	247181	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0117.wav	244194	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0118.wav	118493	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0119.wav	66218	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0120.wav	90256	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0121.wav	129339	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0122.wav	232593	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0123.wav	135480	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0124.wav	160226	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0125.wav	161743	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0126.wav	124895	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0127.wav	111842	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0128.wav	100920	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0129.wav	185228	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0130.wav	282085	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0131.wav	165346	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0132.wav	152635	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0133.wav	88635	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0134.wav	434661	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0135.wav	112699	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0136.wav	147512	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0137.wav	71223	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0138.wav	149047	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0139.wav	165687	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0140.wav	68667	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0141.wav	77708	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0142.wav	118924	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0143.wav	125329	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0144.wav	153400	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0145.wav	125068	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0146.wav	244450	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0147.wav	73446	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0148.wav	115767	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0149.wav	328699	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0150.wav	243613	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0151.wav	75932	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0152.wav	129421	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0153.wav	160400	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0154.wav	87611	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0155.wav	201186	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0156.wav	161339	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0157.wav	50243	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0158.wav	267404	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0159.wav	81975	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0160.wav	92813	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0161.wav	56631	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0162.wav	195981	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0163.wav	146061	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0164.wav	111842	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0165.wav	79244	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0166.wav	51600	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0167.wav	212706	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0168.wav	134544	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0169.wav	197691	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0170.wav	100354	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0171.wav	131042	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0172.wav	97847	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0173.wav	112866	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0174.wav	270736	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0175.wav	169783	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0176.wav	209207	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0177.wav	69182	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0178.wav	43677	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0179.wav	91110	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0180.wav	171661	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0181.wav	235920	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0182.wav	81126	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0183.wav	59960	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0184.wav	86327	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0185.wav	63202	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0186.wav	287035	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0187.wav	62864	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0188.wav	65164	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0189.wav	181047	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0190.wav	90253	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0191.wav	102114	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0192.wav	163383	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0193.wav	188068	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0194.wav	353933	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0195.wav	142903	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0196.wav	144866	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0197.wav	85815	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0198.wav	155191	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0199.wav	85563	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0200.wav	91703	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0201.wav	82914	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0202.wav	44091	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0203.wav	106807	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0204.wav	103654	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0205.wav	51003	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0206.wav	73702	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0207.wav	25741	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0208.wav	28813	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0209.wav	41954	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0210.wav	270818	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0211.wav	124044	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0212.wav	99473	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0213.wav	82918	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0214.wav	498662	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0215.wav	99242	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0216.wav	133020	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0217.wav	83853	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0218.wav	110562	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0219.wav	136593	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0220.wav	155618	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0221.wav	152802	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0222.wav	125068	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0223.wav	178231	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0224.wav	165691	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0225.wav	115597	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0226.wav	275682	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0227.wav	37261	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0228.wav	85133	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0229.wav	73287	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0230.wav	60766	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0231.wav	131991	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0232.wav	152546	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0233.wav	188134	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0234.wav	28642	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0235.wav	50406	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0236.wav	25997	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0237.wav	120461	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0238.wav	127287	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0239.wav	124130	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0240.wav	40333	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0241.wav	161254	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0242.wav	162274	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0243.wav	123191	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0244.wav	85136	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0245.wav	108603	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0246.wav	99724	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0247.wav	63543	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0248.wav	62096	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0249.wav	129080	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0250.wav	82914	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0251.wav	77798	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0252.wav	65680	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0253.wav	103824	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0254.wav	169527	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0255.wav	53730	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0256.wav	42896	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0257.wav	64226	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0258.wav	71398	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0259.wav	96486	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0260.wav	154800	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0261.wav	75575	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0262.wav	80784	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0263.wav	249403	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0264.wav	124620	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0265.wav	132578	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0266.wav	94946	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0267.wav	285414	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0268.wav	96908	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0269.wav	91458	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0270.wav	137104	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0271.wav	72251	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0272.wav	65510	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0273.wav	251703	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0274.wav	187960	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0275.wav	99724	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0276.wav	175330	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0277.wav	130193	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0278.wav	94946	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0279.wav	208455	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0280.wav	378508	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0281.wav	227729	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0282.wav	98018	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0283.wav	130615	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0284.wav	142733	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0285.wav	217911	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0286.wav	202893	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0287.wav	70119	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0288.wav	155716	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0289.wav	184976	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0290.wav	241382	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0291.wav	126604	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0292.wav	211856	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0293.wav	323554	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0294.wav	89400	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0295.wav	94343	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0296.wav	68326	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0297.wav	57314	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0298.wav	88375	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0299.wav	70284	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0300.wav	84880	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0301.wav	138893	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0302.wav	147642	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0303.wav	240013	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0304.wav	235404	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0305.wav	97595	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0306.wav	105104	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0307.wav	148113	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0308.wav	121484	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0309.wav	149218	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0310.wav	88973	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0311.wav	178317	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0312.wav	349495	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0313.wav	305466	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0314.wav	159884	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0315.wav	177293	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0316.wav	35640	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0317.wav	156727	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0318.wav	54840	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0319.wav	115938	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0320.wav	55437	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0321.wav	96055	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0322.wav	57741	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0323.wav	46391	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0324.wav	69179	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0325.wav	151014	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0326.wav	380813	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0327.wav	120034	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0328.wav	130534	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0329.wav	154769	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0330.wav	127800	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0331.wav	204743	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0332.wav	186171	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0333.wav	244136	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0334.wav	163131	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0335.wav	280120	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0336.wav	187021	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0337.wav	155703	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0338.wav	213986	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0339.wav	297186	speaker_embedding/ASC_speaker_embedding.npy
train/ARA NORM  0340.wav	270907	speaker_embedding/ASC_speaker_embedding.npy
